100,15
Ground,0,1,1,1
Ground,0,0,1,1
Block,0,13,1,1
Block,1,13,1,1
Block,2,13,1,1
Block,3,13,1,1
Block,4,13,1,1
Block,5,13,1,1
Block,6,13,1,1
Block,7,13,1,1
Block,8,13,1,1
Block,9,13,1,1
Block,10,13,1,1
Block,11,13,1,1
Block,12,13,1,1
Ground,1,1,1,1
Ground,1,0,1,1
Ground,2,0,1,1
Ground,2,1,1,1
Ground,3,1,1,1
Ground,4,1,1,1
Ground,4,0,1,1
Ground,3,0,1,1
Ground,9,1,1,1
Ground,9,0,1,1
Ground,10,0,1,1
Ground,11,0,1,1
Ground,12,0,1,1
Ground,12,1,1,1
Ground,11,1,1,1
Ground,10,1,1,1
Ground,8,1,1,1
Ground,8,0,1,1
Ground,17,1,1,1
Ground,17,0,1,1
Ground,16,0,1,1
Ground,16,1,1,1
Ground,18,1,1,1
Ground,18,0,1,1
Ground,23,1,1,1
Ground,23,0,1,1
Ground,24,1,1,1
Ground,24,0,1,1
Ground,25,1,1,1
Ground,25,0,1,1
Ground,26,1,1,1
Ground,26,0,1,1
Ground,27,1,1,1
Ground,27,0,1,1
Ground,28,1,1,1
Ground,28,0,1,1
Ground,29,1,1,1
Ground,29,0,1,1
Ground,30,1,1,1
Ground,30,0,1,1
Pipe,25,2,2,2
Stair,2,2,1,1
Stair,3,3,1,1
Stair,3,2,1,1
Block,17,13,1,1
Block,18,13,1,1
Block,19,13,1,1
Block,20,13,1,1
Block,21,13,1,1
Block,22,13,1,1
Block,23,13,1,1
Block,24,13,1,1
Block,25,13,1,1
Block,26,13,1,1
Block,27,13,1,1
Ground,34,1,1,1
Ground,34,0,1,1
Ground,35,0,1,1
Ground,36,0,1,1
Ground,37,0,1,1
Ground,37,1,1,1
Ground,36,1,1,1
Ground,35,1,1,1
Koopa 2,29,2,1,2
Block,13,13,1,1
Block,14,13,1,1
Block,15,13,1,1
Block,16,13,1,1
Block,31,13,1,1
Block,32,13,1,1
Block,33,13,1,1
Block,34,13,1,1
Block,35,13,1,1
Block,36,13,1,1
Block,37,13,1,1
Ground,42,1,1,1
Ground,42,0,1,1
Ground,41,0,1,1
Ground,41,1,1,1
Ground,43,1,1,1
Ground,44,1,1,1
Ground,45,1,1,1
Ground,45,0,1,1
Ground,44,0,1,1
Ground,43,0,1,1
Block,41,13,1,1
Block,42,13,1,1
Block,43,13,1,1
Block,44,13,1,1
Block,43,5,1,1
Block,44,5,1,1
Block,45,5,1,1
Question,42,5,1,1
Ground,46,1,1,1
Ground,46,0,1,1
Ground,51,1,1,1
Ground,51,0,1,1
Ground,52,0,1,1
Ground,53,0,1,1
Ground,54,0,1,1
Ground,54,1,1,1
Ground,53,1,1,1
Ground,52,1,1,1
Ground,50,1,1,1
Ground,50,0,1,1
Ground,58,1,1,1
Ground,58,0,1,1
Ground,59,0,1,1
Ground,60,0,1,1
Ground,61,0,1,1
Ground,61,1,1,1
Ground,60,1,1,1
Ground,59,1,1,1
Ground,66,1,1,1
Ground,66,0,1,1
Ground,67,0,1,1
Ground,68,0,1,1
Ground,69,0,1,1
Ground,69,1,1,1
Ground,68,1,1,1
Ground,67,1,1,1
Bar,38,1,3,1
Stair,59,2,1,1
Stair,60,2,1,1
Bar,90,3,3,1
Stair,60,3,1,1
Ground,73,1,1,1
Ground,74,1,1,1
Ground,74,0,1,1
Ground,75,0,1,1
Ground,75,1,1,1
Ground,73,0,1,1
Ground,79,1,1,1
Ground,79,0,1,1
Ground,80,0,1,1
Ground,81,0,1,1
Ground,81,1,1,1
Ground,80,1,1,1
Ground,85,1,1,1
Ground,85,0,1,1
Ground,86,0,1,1
Ground,87,0,1,1
Ground,88,0,1,1
Ground,88,1,1,1
Ground,87,1,1,1
Ground,86,1,1,1
Ground,94,1,1,1
Ground,95,1,1,1
Ground,96,1,1,1
Ground,97,1,1,1
Ground,98,1,1,1
Ground,99,1,1,1
Ground,98,0,1,1
Ground,97,0,1,1
Ground,96,0,1,1
Ground,95,0,1,1
Ground,94,0,1,1
Ground,99,0,1,1
Flag,97,2,2,11
Mario,0,2,1,1
