100,15
Ground,6,0,1,1
Ground,6,1,1,1
Ground,6,2,1,1
Ground,6,3,1,1
Ground,6,4,1,1
Ground,6,5,1,1
Ground,7,5,1,1
Ground,8,5,1,1
Ground,9,5,1,1
Ground,10,5,1,1
Ground,11,5,1,1
Pipe,12,5,2,2
Block,14,6,1,1
Block,15,6,1,1
Block,16,6,1,1
Block,17,6,1,1
Block,18,6,1,1
Block,19,6,1,1
Block,20,6,1,1
Block,20,5,1,1
Block,20,4,1,1
Block,21,4,1,1
Block,21,3,1,1
Block,21,2,1,1
Block,21,1,1,1
Block,21,0,1,1
Block,7,14,1,1
Block,8,14,1,1
Block,9,14,1,1
Block,10,14,1,1
Block,11,14,1,1
Stair,13,14,1,1
Block,14,14,1,1
Stair,15,14,1,1
Block,16,14,1,1
Block,17,14,1,1
Block,18,14,1,1
Block,19,14,1,1
Block,93,14,1,1
Question,94,14,1,1
Coin,95,14,1,1
PipeBody,97,14,2,1
Hard Shell,8,13,1,1
Lakitu,12,13,1,2
PipeBody,94,13,2,1
Block,7,12,1,1
Block,8,12,1,1
Block,9,12,1,1
Block,10,12,1,1
Block,11,12,1,1
Block,12,12,1,1
Question,90,12,1,1
Pipe,91,12,2,2
Hard Shell,60,11,1,1
Hard Shell,88,10,1,1
Pipe,89,10,2,2
Block,62,9,1,1
Block,63,9,1,1
Block,64,9,1,1
Block,65,9,1,1
Block,72,9,1,1
Block,73,9,1,1
Block,74,9,1,1
Block,75,9,1,1
Block,82,9,1,1
Block,83,9,1,1
Block,84,9,1,1
Stair,85,9,1,1
Block,86,9,1,1
Block,87,9,1,1
Block,88,9,1,1
Block,73,4,1,1
Goomba,89,4,1,1
Hard Shell,94,4,1,1
Lakitu,15,3,1,2
Block,88,3,1,1
Block,89,3,1,1
Block,90,3,1,1
Block,91,3,1,1
Block,92,3,1,1
Block,93,3,1,1
Block,94,3,1,1
Block,95,3,1,1
Block,13,2,1,1
Block,14,2,1,1
Block,15,2,1,1
Block,16,2,1,1
Goomba,22,2,1,1
Block,19,1,1,1
Block,22,4,1,1
Block,23,4,1,1
Block,24,4,1,1
Block,25,4,1,1
Block,25,5,1,1
Block,25,6,1,1
Block,26,6,1,1
Block,26,7,1,1
Block,27,7,1,1
