100,15
Ground,16,3,1,1
Ground,16,2,1,1
Ground,17,2,1,1
Ground,18,2,1,1
Ground,19,2,1,1
Ground,20,2,1,1
Ground,21,2,1,1
Ground,15,2,1,1
Ground,15,1,1,1
Ground,14,1,1,1
Ground,13,1,1,1
Ground,12,1,1,1
Ground,13,2,1,1
Ground,14,2,1,1
Ground,15,3,1,1
Ground,15,4,1,1
Ground,16,4,1,1
Ground,14,3,1,1
Ground,13,3,1,1
Ground,12,2,1,1
Ground,11,2,1,1
Ground,11,1,1,1
Ground,13,0,1,1
Ground,14,0,1,1
Ground,15,0,1,1
Ground,16,0,1,1
Ground,17,0,1,1
Ground,17,1,1,1
Ground,18,1,1,1
Ground,19,1,1,1
Ground,10,1,1,1
Ground,10,0,1,1
Ground,11,0,1,1
Ground,12,0,1,1
Ground,9,0,1,1
Ground,8,0,1,1
Ground,7,0,1,1
Ground,6,0,1,1
Ground,5,0,1,1
Ground,4,0,1,1
Ground,3,0,1,1
Ground,2,0,1,1
Ground,1,1,1,1
Ground,0,1,1,1
Ground,0,2,1,1
Ground,0,3,1,1
Ground,1,3,1,1
Ground,2,3,1,1
Ground,3,3,1,1
Ground,0,0,1,1
Ground,1,0,1,1
Ground,2,1,1,1
Ground,1,2,1,1
Ground,3,1,1,1
Ground,3,2,1,1
Ground,4,2,1,1
Ground,5,2,1,1
Ground,5,3,1,1
Ground,4,3,1,1
Ground,2,2,1,1
Ground,4,1,1,1
Ground,5,1,1,1
Ground,6,1,1,1
Ground,6,2,1,1
Ground,7,2,1,1
Ground,8,2,1,1
Ground,7,3,1,1
Ground,6,3,1,1
Ground,7,1,1,1
Ground,8,1,1,1
Ground,9,1,1,1
Ground,10,2,1,1
Ground,9,2,1,1
Ground,18,0,1,1
Ground,19,0,1,1
Ground,20,0,1,1
Ground,20,1,1,1
Ground,21,1,1,1
Ground,22,1,1,1
Ground,23,1,1,1
Ground,24,1,1,1
Ground,25,1,1,1
Ground,26,1,1,1
Ground,27,1,1,1
Ground,28,1,1,1
Ground,29,1,1,1
Ground,29,2,1,1
Ground,30,2,1,1
Ground,30,1,1,1
Ground,28,0,1,1
Ground,27,0,1,1
Ground,26,0,1,1
Ground,25,0,1,1
Ground,24,0,1,1
Ground,23,0,1,1
Ground,22,0,1,1
Ground,21,0,1,1
Ground,16,1,1,1
