100,15
Block,0,13,1,1
Block,1,13,1,1
Block,2,13,1,1
Block,3,13,1,1
Block,4,13,1,1
Block,5,13,1,1
Block,6,13,1,1
Block,7,13,1,1
Block,8,13,1,1
Block,9,13,1,1
Block,10,13,1,1
Block,11,13,1,1
Block,12,13,1,1
Ground,2,1,1,1
Ground,2,0,1,1
Ground,3,1,1,1
Ground,3,0,1,1
Ground,4,1,1,1
Ground,4,0,1,1
Ground,5,1,1,1
Ground,5,0,1,1
Ground,6,1,1,1
Ground,6,0,1,1
Ground,7,1,1,1
Ground,7,0,1,1
Ground,8,1,1,1
Ground,8,0,1,1
Ground,9,1,1,1
Ground,9,0,1,1
Ground,13,1,1,1
Ground,13,0,1,1
Ground,14,0,1,1
Ground,15,0,1,1
Ground,16,0,1,1
Ground,17,0,1,1
Ground,18,0,1,1
Ground,19,0,1,1
Ground,19,1,1,1
Ground,20,1,1,1
Ground,18,1,1,1
Ground,17,1,1,1
Ground,16,1,1,1
Ground,15,1,1,1
Ground,14,1,1,1
Ground,20,0,1,1
Ground,26,1,1,1
Ground,26,0,1,1
Ground,27,0,1,1
Ground,28,0,1,1
Ground,29,0,1,1
Ground,30,0,1,1
Ground,31,0,1,1
Ground,32,0,1,1
Ground,32,1,1,1
Ground,31,1,1,1
Ground,30,1,1,1
Ground,29,1,1,1
Ground,28,1,1,1
Ground,27,1,1,1
